,predicted_price
444,410.80360365457204
445,608.8826881784172
446,413.88961483740303
447,530.217520249746
448,215.86265485992686
449,277.12385549933197
450,362.74789784592315
451,314.46864701467115
452,401.54899886927257
453,301.9018534990921
454,474.78977784983215
455,1102.5789718035576
456,1268.7270645918438
457,553.3343946829906
458,384.6250633618685
459,220.37291793818912
460,1027.4560130854352
461,568.9430330933702
462,254.26880398400195
463,305.2906661037135
464,493.39531162121915
465,354.1650490427137
466,569.0146666863727
467,250.00611064787557
468,598.6102630854491
469,842.4785981073255
470,263.8079093639308
471,245.4715987391679
472,309.80813181691923
473,597.5734750577686
474,224.33142245852702
475,278.71336828996687
476,572.4729736349055
477,2396.339979932013
478,1241.4308598004295
479,525.5777600874361
480,268.2497773318843
481,267.38677784558405
482,451.47241946973
483,280.1768515131114
484,431.8767119346611
485,166.86779081268168
486,796.2667459575248
487,2023.8707668196053
488,621.2991676345916
489,648.7273561582706
490,516.4639532100421
491,472.46521871707864
492,343.7083238814646
493,399.0623774832071
494,318.0040643935904
495,287.7389830324154
496,239.33371239567376
497,702.288187116205
498,295.5917847669856
499,298.2887895122781
500,594.2806218300193
501,373.23983997359693
502,268.7696627718581
503,254.19524210909722
504,230.66102962414507
505,375.2412289173751
506,336.35435327342327
507,650.2993896655544
508,1122.0833466220374
509,444.30700822585
510,448.5386177485959
511,1053.3501609503755
512,355.23796137890815
513,195.97075172722322
514,304.36453559854397
515,605.2500286225493
516,240.92695889382406
517,351.90624501146533
518,319.05132771713096
519,358.25788787738327
520,836.0778795445824
521,277.29053578724665
522,258.48512574843477
523,259.5778880855134
524,713.8539173161246
525,342.35793724642167
526,670.4458361449738
527,1116.038401992308
528,585.6523609475086
529,316.285204588101
530,338.00297836124264
531,269.2980453205179
532,372.52905695447
533,561.311372178438
534,296.5588242889369
535,467.0245435992516
536,622.0588118831993
537,416.3806503736192
538,459.61928871713377
539,457.86524687827006
540,343.36815443677904
541,1585.4695563109105
542,260.9960323441976
543,281.2241024035394
544,440.99622603470357
545,1002.3636160748719
546,216.1636907370309
547,334.5691875926433
548,1155.2745553281175
549,234.9860494536885
550,434.2928545730139
551,382.5466839925177
552,415.95487245365103
553,634.765269196482
554,414.0230357092537
555,469.11476219802273
556,269.63516599500133
557,226.77370425733335
558,207.7078624426834
559,274.0575087364174
560,506.3554672440776
561,375.01873324039434
562,440.5286315449466
563,794.1631796156432
564,387.7770696090362
565,1130.3297063727814
566,419.1112752933842
567,702.7291626565051
568,394.53389873335027
569,565.6204810739088
570,915.9659505411034
571,418.6883803382416
572,478.9062303531821
573,1046.1262913254268
574,409.38843888470916
575,499.61880061944623
576,749.6037121919644
577,364.5201661414229
578,416.1698061286354
579,348.8573404117568
580,380.3641726070503
581,516.0006561999651
582,331.21938938882914
583,618.6602997751374
584,372.2851659725903
585,342.977062546414
586,420.4888231128177
587,980.5584449400585
588,613.9895793556412
589,273.93844988439645
590,540.1514409880383
591,301.6235228178381
592,309.99883726589627
593,361.6638202468955
594,295.87671541914665
595,1779.8309976074554
596,295.42091066207394
597,1744.103688347953
598,344.83467200562484
599,355.3360270728258
600,256.9297543204974
601,725.2204264831915
602,798.2377337208557
603,308.65489735877463
604,256.7632487717926
605,329.95081389088705
606,643.2584771029185
607,1540.6501442623462
608,516.1896487963803
609,709.0295300857107
610,288.99874055629
611,539.6844577777214
612,435.0474006897072
613,523.0299901904093
614,384.50883866628124
615,360.5436534239451
616,198.96066558657748
617,383.96019466283445
618,829.1140330069447
619,354.54483792837823
620,605.7052155615695
621,310.0573246576161
622,412.2327677750718
623,311.91546446306654
624,484.0596863941219
625,401.0748854977623
626,352.00787561365314
627,225.00284823339786
628,286.41632283923764
629,318.2976392683951
630,432.64759714310964
631,347.4715955569094
632,312.79013422578214
633,318.887433800162
634,795.2957961244751
635,340.4449358607873
636,317.57184981907994
637,682.043216329623
638,237.8573941293345
639,469.30893849306835
640,1422.691062946447
641,329.8530019453568
642,811.7659333572923
643,354.30908699467363
644,1671.5314880580374
645,383.28404632618737
646,385.21440205813906
647,559.252100166483
648,278.5901239933992
649,269.6367325283532
650,182.59983935861726
651,371.16123354256996
652,555.1461716405005
653,513.0178429131266
654,284.34243990863854
655,852.072383564546
656,414.66829508271223
657,271.3341029745551
658,260.2411247567128
659,504.32306603013654
660,257.7814212006218
661,1287.5472674651485
662,392.8977127762579
663,265.3809887454539
664,330.0216849769121
665,431.20522054117686
666,391.9615412381887
667,379.422100222475
668,295.81276530308065
669,613.7987137049801
670,353.2842293690677
671,318.5888265043426
672,496.78865675915245
673,326.13130199635873
674,475.9731359454074
675,334.6105781232882
676,308.33227531137777
677,576.4797002309839
678,412.41549353731114
679,400.92576259952546
680,496.6914992272682
681,642.6308591909977
682,351.37508689479466
683,496.01015441212905
684,288.43979975407035
685,672.8748273811391
686,826.9795975521959
687,360.3694915397839
688,421.73786922588187
689,656.7841018272835
690,273.03436917320175
691,1441.0717525638988
692,617.4082209373906
693,399.70265522795916
694,633.7132372080437
695,286.4831755762462
696,660.4916513279177
697,592.5379686646701
698,368.2529261250045
699,461.34796533915295
700,388.1067148402182
701,543.3278525745474
702,576.1015917833643
703,287.0229771528323
704,636.574841707856
705,635.1880731105306
706,395.10447237519924
707,452.91186241328097
708,378.83393583401227
709,402.32784868966485
710,467.57920909100284
711,256.4623177394477
712,443.4142495054754
713,870.0021737994573
714,297.1475083798972
715,372.1964161959962
716,515.2474286667633
717,479.30425191081554
718,515.1441147603915
719,287.8800039473581
720,350.13235490015677
721,428.71606772438884
722,286.67234362310796
723,678.2343145936104
724,348.3260641314414
725,636.5894917009244
726,531.1737992634763
727,363.42635653732094
728,1140.521887146213
729,349.2069302759157
730,469.4226934374838
731,300.51063862412366
732,281.10839165586515
733,339.19139257788333
734,304.2174634070208
735,260.2804985976487
736,732.41020651242
737,315.0701515737137
738,286.94329379059695
739,486.4239590408578
740,218.06788869719963
741,369.24584379239883
742,797.3821606441004
743,195.32138865242206
744,537.2679703524609
745,342.4435162770228
746,194.7967011981018
747,396.78847579114756
748,693.754218075349
749,833.8642634574476
750,426.34830808825524
751,312.5250912771711
752,364.5107683101131
753,609.0917522888959
754,736.9528913683622
755,322.41822404949613
756,347.2187694584851
757,528.3200809946779
758,764.1784544051955
759,317.27727950085455
760,356.85198802183686
761,204.60533856851686
762,406.21535587314446
763,365.89899594384474
764,342.7301348004429
765,393.98408940303983
766,407.9252929629152
767,516.7676738417862
768,583.0353481311757
769,408.01345509331225
770,403.24355065280633
771,413.58671757438776
772,575.9622986112374
773,267.2073759272934
774,478.9188486584928
775,719.1678304807692
776,1523.121670351344
777,312.77934269367915
778,665.3598314020281
779,417.8579513653865
780,286.35146024217806
781,284.24929336181594
782,510.4625596990701
783,429.43263978428473
784,768.445307495195
785,692.4409392804214
786,613.2447036051591
787,288.6535061254532
788,439.1910183923172
789,509.0751518686655
790,601.9496087689215
791,286.99581093867624
792,426.63481052113843
793,316.65830652167085
794,234.56437180399723
795,496.9715303617754
796,592.3598860174866
797,796.6340538613554
798,684.015659170036
799,448.1131376497201
800,409.1225777315946
801,420.56826891298124
802,276.24434117184313
803,322.6478586335933
804,378.59025015239206
805,254.89563325784115
806,464.338964755924
807,631.7969760448957
808,204.1566910004227
809,423.43559878309105
810,532.9020675446006
811,516.0296241794342
812,413.6403627447591
813,293.1320935118151
814,654.5090306841578
815,270.5502166059615
816,713.9024518720953
817,321.3206470229933
818,451.5756412268999
819,572.0344105797917
820,242.9090741828329
821,413.32136791465507
822,376.29573044237077
823,1157.1851562012835
824,274.1686137676718
825,266.61068769388703
826,491.9326770249987
827,799.1215061959429
828,884.9521420422545
829,391.47802866015127
830,231.37609762566996
831,1724.3607194633398
832,1253.6209048472513
833,418.0718836229342
834,316.72361205296346
835,1182.4375327911894
836,245.2985243491151
837,443.4463343870902
838,814.6485417732142
839,589.3787014442183
840,505.4270085360804
841,837.9278266037715
842,217.82698999184424
843,1070.2544318235286
844,352.82095635829745
845,270.88804974293265
846,514.3629792217613
847,729.7035469534435
848,582.0997793914639
849,387.6373576287192
850,409.50254593687623
851,1481.2241817174975
852,355.21597574490943
853,778.0755319835715
854,471.2339990106655
855,475.68087036626997
856,329.7609257347483
857,502.09464484925775
858,295.89636182965734
859,337.5123631484905
860,206.03663480147168
861,342.596630964252
862,644.2661781882621
863,304.27481508968583
864,261.19045359224407
865,307.9993650016292
866,304.96957410582684
867,763.7095632420235
868,268.81464100570304
869,354.927541564566
870,307.70661485934573
871,839.3656501431374
872,273.6238878100364
873,363.36095856270435
874,314.5682425695016
875,442.5898662050186
876,721.8490680732478
877,2196.490548708607
878,335.333419232106
879,1513.1636410557414
880,375.4058341895967
881,898.3507544167024
882,749.2925865070694
883,601.7083706065309
884,357.3685108858749
885,444.7955268057703
886,1101.2345793328896
887,387.8236140032004
888,266.53614334293786
889,459.3819988435394
890,527.2814519665552
891,402.2366300264636
892,289.9496443398324
893,450.43133263466854
894,1250.0873599849315
895,1371.0390521571665
896,253.34880967572641
897,528.1668727372371
898,306.46570663544657
899,223.00185020942394
900,459.8042987818353
901,227.39939373036037
902,343.6345622995374
903,628.5954939821384
904,2469.2411888232054
905,677.1735746585013
906,251.725449671134
907,265.1374718294966
908,357.31914166939384
909,215.15917093420353
910,286.92835297365514
911,799.1881969319309
912,506.44223105343747
913,545.9783162447237
914,577.8118248826081
915,404.1587442668007
916,260.857252793312
917,363.43721282600006
918,688.4451777060729
919,325.792644922912
920,989.2004504627696
921,271.532610496879
922,287.8752788903217
923,305.2292021879308
924,867.001769677212
925,352.1541235660089
926,578.647009723061
927,645.9038124970233
928,770.7643095568269
929,1464.1539297342624
930,502.20310503488054
931,265.0115170962439
932,239.3050246175811
933,340.2801223267513
934,261.109357996463
935,333.9598399439786
936,347.77382236455577
937,830.5546533167667
938,581.99648648106
939,533.5314395287754
940,385.26408004396404
941,785.6451684810461
942,817.1421218808471
943,286.6712320878731
944,465.2501390269684
945,605.1807947842169
946,498.5622495489871
947,553.9689636930906
948,542.4687420820687
949,406.4804821750109
950,525.3688936255901
951,279.64611568407497
952,279.1295143267893
953,352.3861949223191
954,295.67291557427427
955,330.97774149975294
956,765.3512922913935
957,671.9069697497235
958,202.46403323102686
959,415.7033592371305
960,789.6389005199691
961,475.1493907882202
962,304.7020086809148
963,323.18498743622064
964,362.55456837692
965,1779.8250552865363
966,304.84883795156964
967,422.83849209767317
968,616.0857798858201
969,450.73305082524604
970,676.5675123249246
971,597.9848770800764
972,520.5894255282957
973,638.1693930993677
974,519.6459046309513
975,655.162201663409
976,279.10086353377847
977,587.7257860509503
978,367.2471909466026
979,359.43325335726774
980,253.8692187381673
981,378.64702738193824
982,418.6319243108637
983,1342.5399236429191
984,286.7652541199161
985,323.72219734578675
986,278.3295916265978
987,205.5996737987913
988,353.2997735587711
989,349.0514442114067
990,2374.9385842663573
991,449.5304852673031
992,991.5704305642654
993,356.2137732270958
994,1089.9336597150823
995,306.4957478333681
996,536.1840939689536
997,657.2308107130573
998,274.83313932717886
999,323.05337690188304
1000,337.12263418819805
1001,586.6953618106013
1002,1624.2270450228068
1003,1073.5375097353763
1004,299.2439652458794
1005,250.7370685931331
1006,469.3977763721929
1007,341.5429043503897
1008,406.1510426689232
1009,355.5967650074632
1010,363.6317018753385
1011,253.1406800734113
1012,472.16429730429394
1013,516.5307276325643
1014,462.1920998718024
1015,386.755465072879
1016,515.5848440167894
1017,337.16734330089605
1018,346.2683191542628
1019,676.9697401153458
1020,441.652710599144
1021,363.19409481179105
1022,236.25556764158767
1023,311.8598524147262
1024,375.856792582396
1025,280.0732142486235
1026,372.41747392858446
1027,280.7144991410306
1028,275.19049292172326
1029,342.1699416198411
1030,803.2144249197454
1031,326.0286493907117
1032,309.768646734018
1033,324.0322574507454
1034,1262.136078524054
1035,211.09428521415396
1036,472.60690313045995
1037,389.5645473295593
1038,296.60720870361513
1039,713.6890557302788
1040,485.7864251524337
1041,1098.2387657088143
1042,390.8867081494467
1043,631.2570328572237
1044,306.49827805923906
1045,303.7697258612552
1046,584.4910224332698
1047,303.02305815463194
1048,405.9254294138641
1049,338.0116981583385
1050,567.5249451850657
1051,283.68660014640136
1052,320.112110246185
1053,504.3072955961203
1054,475.2799026604557
1055,311.10921390684734
1056,296.9217967778839
1057,512.094087670734
1058,635.2302635640222
1059,1051.8125155357388
1060,607.9259867667569
1061,397.53900143359135
1062,363.1885399715976
1063,358.135056563864
1064,325.0435022359427
1065,407.59590943004514
1066,499.8472428656366
1067,315.17810912213014
1068,372.3020895081342
1069,649.9587328187431
1070,415.6740384419815
1071,194.32842004949674
1072,377.9228178350216
1073,393.61049023415995
1074,331.28476804204655
1075,244.83083570099512
1076,496.131914221126
1077,306.40403342447365
1078,630.5803936204425
1079,372.47635080138593
1080,612.569794941536
1081,238.09445919017688
1082,486.3176053966368
1083,321.1346086386284
1084,258.4626163725472
1085,465.81587128716853
1086,320.8262678250829
1087,426.75300608794726
1088,740.6881732103947
1089,343.64433831631925
1090,657.2268674637886
1091,717.0779995800161
1092,491.37207529798036
1093,760.9959563394866
1094,1437.9956164277228
1095,303.20472486075374
1096,547.3098426981591
1097,618.4666211322992
1098,456.26250333942033
1099,416.96379776325955
1100,258.00472425017347
1101,476.42275674525195
1102,586.289263107783
1103,374.09751789107634
1104,652.500955187802
1105,297.48805162712006
1106,349.15443871522365
1107,382.48759798929825
1108,525.288796186654
1109,535.690175604135
1110,457.4801286478992
1111,637.6473890620086
1112,285.68304130985274
1113,368.1809102539426
1114,344.0792775630267
1115,453.1803322482774
1116,355.4433549179688
1117,368.36643058142823
1118,312.678425436761
1119,462.29427469275765
1120,300.08797516623224
1121,482.7566105833901
1122,806.9607869860431
1123,408.369651904743
1124,281.702600183835
1125,329.92324519319095
1126,480.2333303987129
1127,434.48458554257013
1128,324.77623575810753
1129,453.72476257304044
1130,275.1973579751731
1131,444.97165171054013
1132,375.35222651622195
1133,567.0440975723033
1134,1069.06595061388
1135,396.816283328357
1136,355.88295828808043
1137,644.6054600171384
1138,344.97324205006373
1139,2512.2089495283526
1140,412.76962808986326
1141,652.4874635272241
1142,332.8270307719364
1143,465.60623105198096
1144,331.2062568978078
1145,613.4210138564824
1146,177.11321817641118
1147,286.30927675430166
1148,371.7453032832352
1149,214.0679995521375
1150,371.53346996634554
1151,792.508069534048
1152,337.94152484399825
1153,338.3150973314025
1154,313.6113751226402
1155,245.32880365722028
1156,232.43940981522186
1157,1608.0500573345062
1158,315.5480227201624
1159,270.9907590362168
1160,535.0520864169727
1161,393.7382239719352
1162,361.0280349587426
1163,352.2014093639814
1164,260.05911000533206
1165,337.0727286451969
1166,574.0129027791739
1167,623.4770710707264
1168,567.7940434032645
1169,308.2763626794048
1170,803.7085128056403
1171,223.19533375456444
1172,351.56958713675954
1173,751.8419208340655
1174,552.9782407269679
1175,262.7510675588325
1176,694.7188206245354
1177,852.9195246858612
1178,254.9423336498901
1179,649.1279532351768
1180,1068.0328357876738
1181,539.6843259216516
1182,274.7633986902347
1183,431.2090777103828
1184,753.6390848573183
1185,212.94814060272108
1186,351.82556269459735
1187,1323.7575907359983
1188,359.20901589644836
1189,178.5723432477173
1190,305.7663068147791
1191,371.2084059676913
1192,403.8252811911225
1193,331.2669159811063
1194,301.75739696692153
1195,324.0133416264648
1196,526.8675154918457
1197,406.1005382879668
1198,1127.3576934645262
1199,499.54332701014494
1200,381.65028800090295
1201,630.6250337636941
1202,327.97251331750385
1203,846.0955458036749
1204,476.0655956025329
1205,669.2462471783563
1206,372.296570508532
1207,269.0496061028408
1208,346.41576679876
1209,343.5661906931953
1210,523.5352928127704
1211,851.1325931849653
1212,426.5793613919616
1213,398.21003434706523
1214,384.6641577914452
1215,299.33293412201465
1216,636.6077156594224
1217,1366.246358987482
1218,245.60826686439415
1219,343.34689318336837
1220,460.16295045857385
1221,239.56951027485718
1222,761.0106788336811
1223,297.8907356761963
1224,1260.5312488887198
1225,647.426986497485
1226,583.1069696936468
1227,367.24695949401877
1228,816.8650949217363
1229,1473.943819051788
1230,331.61511388773204
1231,316.6283443678129
1232,604.2799918666832
1233,216.75678560451638
1234,424.79194631836356
1235,306.7706498471597
1236,449.16886850004516
1237,248.15678045217703
1238,565.4493440516741
1239,449.19405018647785
1240,505.28388604334083
1241,375.1783939602242
1242,1419.4435148165662
1243,349.17009807719967
1244,444.88144474472676
1245,573.7824648686844
1246,248.4567531635993
1247,180.92994538545975
1248,241.3651536331352
1249,516.3477493302074
1250,334.0177452872115
1251,398.52769751954315
1252,487.5473645619522
1253,199.3182143208498
1254,294.85750226218454
1255,567.2422260414726
1256,698.2066303021322
1257,264.869314662163
1258,725.1125960099487
1259,717.8307997987448
1260,1421.4062936048856
1261,394.52635922778916
1262,313.1868515618336
1263,319.58810902794676
1264,381.6633270583403
1265,505.5794062716025
1266,350.50501471478503
1267,551.6781310886855
1268,380.996100978805
1269,404.18007150641756
1270,693.6416231849562
1271,2345.804995033427
1272,419.22894013537973
1273,628.2303903044328
1274,634.8189324293304
1275,301.19384686830807
1276,494.2540885642863
1277,366.20851397916164
1278,324.57123696038224
1279,335.7927182935346
1280,618.5464609178886
1281,468.9490092211349
1282,247.61797064092084
1283,854.5560802032577
1284,329.90323410017226
1285,415.79147534395287
1286,290.28013606759237
1287,276.7063555145942
1288,241.33159347001362
1289,182.79560006909156
1290,354.9204495150934
1291,321.95143805606847
1292,587.3303266710765
1293,373.506167049753
1294,298.93003447105383
1295,295.6595797581217
1296,440.8957704159245
1297,1074.9779295500916
1298,750.240927620102
1299,346.7555583264559
1300,215.66693436329825
1301,303.728169731186
1302,886.8663421199441
1303,625.1398555917599
1304,333.3650341356142
1305,226.82451536758253
1306,399.7819659414674
1307,329.4360165330456
1308,420.89418171244307
1309,662.9228315421926
1310,265.1427646581744
1311,689.7804845046669
1312,197.57491537686616
1313,267.72102250417544
1314,1018.5715853460073
1315,365.4359494283246
1316,353.99253096590445
1317,208.3323707530846
1318,446.8950750949081
1319,437.915062470428
1320,408.3030940231633
1321,242.23007695553858
1322,674.0386684177108
1323,395.76965746193207
1324,711.4190857692923
1325,144.05771629186313
1326,478.6734178503717
1327,348.59716707347053
1328,508.9267871950514
1329,349.9725820300682
1330,250.319313935572
1331,361.47675948290976
1332,1088.3859915990242
1333,305.29880947387005
1334,466.7838112331302
1335,481.09720333574285
1336,1183.0734125929318
1337,325.3388412017883
1338,338.5165330494584
1339,350.4126266011617
1340,424.71048480034545
1341,292.01520786950255
1342,294.22882444663
1343,256.00457670080283
1344,478.54083141496835
1345,236.074582708646
1346,506.9129573704806
1347,1114.684160038913
1348,558.2562938937992
1349,429.43536076210233
1350,318.6990585824208
1351,592.3420942350511
1352,337.76379320140944
1353,337.1222853335194
1354,315.48566271104403
1355,871.8324050557558
1356,324.6544770806912
1357,597.7392000733997
1358,298.28058779597643
1359,314.30531663115727
1360,809.7145072895494
1361,529.8683796397431
1362,358.00846648564755
1363,617.915501603762
1364,395.3775676198925
